zoneCover,eLength,catching,mPassAcc,agility,discipline,throwOnRun,passBlock,rushBlock,eSalary,releaseLine,iden,injuryProne,salary,dPassAcc,stamina,intelligence,jumping,routeRun,forename,potential,position,loyalty,surname,power,sPassAcc,length,growthType,ambition,ballSecurity,blockShedding,appearance,greed,draftNum,trucking,teamID,tackle,decisions,kickAccuracy,guarantee,eGuarantee,ballStrip,elusiveness,skillMove,age,manCover,burst,rating,draftSeason,vision,speed
12,1,1,6,66,68,6,73,64,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,84,77,73,7,B.J.,10,C,59,Finney,82,6,0,1,14,39,10,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",26,148,24,Free Agent,35,77,22,1,1,12,50,10,28,12,53,1,2014,65,38
24,1,80,6,83,97,6,58,60,1,70,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,660000,6,86,78,79,64,Anthony,1,TE,86,Firkser,71,6,1,1,72,73,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,64,TEN,38,78,13,1,1,23,76,54,25,25,77,1,2017,66,67
12,1,17,6,73,95,6,74,78,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,94,85,71,15,Eric,18,OT,41,Fisher,88,6,0,1,18,45,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",25,0,39,Free Agent,43,85,11,1,1,35,56,25,29,12,70,1,2012,77,47
45,1,12,6,83,18,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,660000,6,81,60,79,8,Kylie,10,LB,49,Fitts,83,6,1,1,0,50,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,166,30,MIA,78,60,11,1,1,77,69,25,25,41,80,1,2017,38,72
14,1,97,10,84,58,10,40,50,1,78,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1750000,6,93,90,93,75,Larry,14,WR,96,Fitzgerald,74,15,1,1,49,72,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",36,2,69,ARI,30,90,19,1,1,12,76,79,37,18,77,1,2003,85,72
22,1,23,63,74,22,69,48,47,1,47,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,60,73,45,74,40,Nick,5,QB,4,Fitzgerald,85,71,0,1,20,62,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",74,224,70,Free Agent,29,45,35,1,1,19,70,66,24,14,80,1,2018,15,73
12,1,1,81,72,30,83,13,40,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,12,2130000,82,82,79,66,14,Ryan,1,QB,84,Fitzpatrick,86,86,2,1,9,63,12,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",64,227,65,WAS,12,79,19,1,1,12,74,48,37,12,65,1,2004,68,50
89,1,57,6,92,16,6,35,35,1,29,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,3205000,6,93,90,90,23,Minkah,12,S,90,Fitzpatrick,64,6,2,1,12,66,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,10,47,PIT,62,90,13,1,1,81,89,69,23,80,88,1,2017,85,85
65,1,62,65,84,76,65,15,33,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,810000,65,92,67,87,72,Dez,8,WR,6,Fitzpatrick,61,65,4,1,68,75,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,224,34,TEN,65,67,65,1,1,65,79,57,23,65,87,1,2020,49,88
20,1,1,78,66,3,74,15,15,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,850000,78,75,70,54,10,Joe,17,QB,33,Flacco,90,84,1,1,30,59,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",86,17,40,PHI,29,70,24,1,1,12,66,25,35,15,65,1,2007,54,53
23,1,55,10,77,51,10,64,68,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1,6,79,55,77,55,Matt,6,TE,35,Flanagan,76,15,0,1,40,68,41,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",98,224,67,Free Agent,36,55,12,1,1,35,70,52,25,11,78,1,2017,31,63
64,1,45,6,77,23,6,30,30,1,24,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,695000,6,88,63,83,29,Demetrius,1,LB,92,Flannigan-Fowles,65,6,2,1,79,55,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,224,48,SAN,74,63,24,1,1,77,77,61,23,57,78,1,2020,43,77
12,1,17,6,52,15,6,69,72,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1440000,6,82,75,67,7,Cameron,4,OT,0,Fleming,85,6,1,1,30,45,45,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",29,135,35,NYG,40,75,22,1,1,42,41,26,27,10,58,1,2013,62,37
24,1,30,58,87,90,74,40,34,1,41,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,54,70,44,78,44,Quinton,1,QB,42,Flowers,72,65,0,1,78,78,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",58,224,74,Free Agent,29,44,16,1,1,33,81,73,25,18,83,1,2017,14,75
29,1,1,6,77,62,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,10252500,6,77,85,85,10,Trey,4,DE,42,Flowers,87,6,4,1,84,42,82,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,97,48,DET,88,85,30,1,1,76,67,25,27,25,78,1,2014,77,62
15,1,1,6,65,46,6,70,76,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,3666667,6,85,82,76,7,Ereck,17,OG,5,Flowers,90,6,3,1,68,40,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",6,8,26,WAS,28,82,22,1,1,20,46,10,26,12,55,1,2014,72,35
78,1,42,6,83,26,6,35,35,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1230000,6,89,78,83,15,Tre,7,CB,68,Flowers,66,6,2,1,19,60,56,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",45,136,45,SEA,68,78,10,1,1,74,82,59,25,76,87,1,2017,66,85
65,1,52,6,84,64,6,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,6,88,61,83,33,Reggie,1,S,32,Floyd,62,6,0,1,66,70,53,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,224,56,Free Agent,62,61,21,1,1,78,86,67,22,62,82,1,2020,40,75
57,1,15,6,84,16,6,45,45,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1750000,6,83,82,92,8,Leonard,10,LB,91,Floyd,75,6,3,1,4,41,77,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",29,8,27,LAR,78,82,19,1,1,77,70,33,27,52,80,1,2015,72,75
25,1,22,35,86,60,40,45,45,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1,33,78,65,87,36,David,8,RB,19,Fluellen,67,38,0,1,35,76,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",2,224,80,Free Agent,39,65,22,1,1,35,79,74,28,18,78,1,2013,46,70
20,1,1,6,59,7,6,75,78,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,6,85,72,69,7,D.J.,9,OG,1,Fluker,91,6,1,1,20,25,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",22,10,25,MIA,39,72,25,1,1,12,42,10,29,15,62,1,2012,57,33
20,1,2,80,69,32,81,11,17,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1583333,81,69,75,80,16,Nick,2,QB,91,Foles,86,86,3,1,95,62,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,88,29,CHI,25,75,25,1,1,12,64,30,31,15,55,1,2011,62,50
20,1,1,30,61,84,20,15,15,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,750000,25,75,59,50,10,Nick,3,K,92,Folk,93,35,1,1,69,50,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,224,10,NE,25,59,79,1,1,12,49,20,35,15,65,1,2020,37,43
12,1,1,30,64,2,20,16,21,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,25,91,57,65,15,Kai,1,K,3,Forbath,92,35,0,1,59,42,13,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",88,224,10,Free Agent,23,57,73,1,1,17,53,10,32,12,67,1,2010,34,55
15,1,1,6,68,16,6,65,68,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,846667,6,83,65,75,18,Drew,5,OG,95,Forbes,87,6,3,1,71,35,46,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",99,176,42,CLE,46,65,28,1,1,48,57,17,23,12,70,1,2018,46,57
12,1,1,6,62,55,6,72,74,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1230000,6,83,77,71,8,Cody,5,OG,90,Ford,88,6,3,1,99,35,14,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,37,10,BUF,14,77,12,1,1,20,54,10,23,16,65,1,2018,65,42
27,1,70,30,87,82,38,40,39,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,750000,26,82,67,85,75,Isaiah,1,WR,67,Ford,61,36,1,1,19,74,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",4,210,31,MIA,28,67,20,1,1,24,85,62,24,20,85,1,2016,49,80
64,1,8,6,87,53,6,45,45,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,50,12987500,6,83,85,85,8,Dee,13,DE,69,Ford,84,6,4,1,4,50,70,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",97,22,28,SAN,80,85,12,1,1,76,70,60,29,53,78,1,2013,77,75
66,1,48,6,85,26,6,35,35,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,2420000,6,92,56,83,15,Rudy,11,S,25,Ford,70,6,1,1,28,67,68,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",99,183,42,PHI,73,56,19,1,1,81,82,59,25,68,88,1,2016,32,87
68,1,50,6,94,49,6,35,35,1,44,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,750000,6,88,68,93,37,Mike,1,CB,78,Ford,58,6,1,1,50,62,51,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,224,32,DET,50,68,15,1,1,57,89,68,25,71,87,1,2017,51,83
30,1,1,6,64,16,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,600000,6,69,80,73,8,Poona,4,DT,6,Ford,85,6,2,1,0,31,82,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",33,224,20,SEA,82,80,12,1,1,78,56,10,24,25,68,1,2017,69,47
31,1,33,14,84,59,23,56,48,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,680000,10,79,63,80,46,D'Onta,3,RB,26,Foreman,81,18,1,1,43,83,32,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",15,224,85,TEN,36,63,17,1,1,38,79,70,24,20,78,1,2020,43,82
21,1,55,52,83,77,66,54,54,1,60,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,880000,48,83,55,77,56,Austin,1,TE,44,Fort,74,62,2,1,46,68,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",0,224,64,DEN,34,55,19,1,1,30,73,60,25,14,80,1,2018,31,73
69,1,45,6,75,31,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,760000,6,83,87,88,12,L.J.,6,LB,18,Fort,74,6,1,1,93,65,71,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",61,224,25,BAL,85,87,11,1,1,77,74,35,30,64,78,1,2012,80,67
24,1,48,47,89,61,54,53,35,1,67,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,830000,44,86,61,84,59,D.J.,1,RB,83,Foster,64,49,1,1,43,79,39,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",26,224,65,ARI,31,61,22,1,1,15,89,73,26,16,87,1,2015,40,82
71,1,43,6,84,34,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,88,74,81,7,Reuben,6,LB,3,Foster,84,6,0,1,7,55,75,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",83,30,42,Free Agent,81,74,22,1,1,89,74,34,26,63,82,1,2016,60,77
24,1,67,10,87,83,10,38,42,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,680000,6,83,62,81,69,Robert,8,WR,52,Foster,55,15,1,1,23,72,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",3,224,43,WAS,28,62,14,1,1,15,85,74,26,16,87,1,2017,42,90
24,1,1,6,64,47,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,825000,6,74,65,74,15,Leki,1,DE,94,Fotu,89,6,4,1,21,42,68,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,103,46,ARI,81,65,15,1,1,82,58,19,22,13,65,1,2020,46,45
19,1,65,15,84,95,10,28,41,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1,10,81,61,94,73,Reece,7,WR,30,Fountain,58,20,0,1,37,75,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,149,61,Free Agent,30,61,13,1,1,18,82,71,24,15,80,1,2017,40,82
20,1,42,29,84,81,31,47,53,1,53,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,760000,25,94,78,75,55,Leonard,10,RB,76,Fournette,84,35,1,1,37,96,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",95,3,85,TB,41,78,20,1,1,50,79,83,25,11,82,1,2016,66,87
24,1,68,10,85,97,10,42,52,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,750000,6,82,67,86,73,Bennie,2,WR,23,Fowler III,70,15,1,1,2,69,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",83,224,65,NO,42,67,30,1,1,15,81,74,29,18,80,1,2013,49,82
45,1,18,6,83,19,6,45,45,1,28,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,7833333,6,84,72,82,9,Dante,11,DE,80,Fowler Jr,73,6,3,1,25,55,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",34,2,55,ATL,76,72,22,1,1,83,70,52,26,41,78,1,2014,57,73
29,1,1,6,77,85,6,45,45,1,16,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1520000,6,77,77,84,13,Morgan,6,DT,60,Fox,84,6,2,1,92,44,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",4,224,33,CAR,80,77,14,1,1,77,67,17,25,24,73,1,2015,65,58
20,1,1,15,67,55,15,17,16,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,42,555000,15,83,70,69,15,Jack,8,P,35,Fox,94,33,2,1,12,39,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",13,224,10,DET,29,70,81,1,1,12,59,10,24,11,77,1,2017,54,68
58,1,32,6,82,68,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1230000,6,81,55,88,7,Zaire,1,LB,9,Franklin,80,6,2,1,84,52,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",89,208,37,IND,77,55,20,1,1,77,73,36,24,51,83,1,2017,31,75
68,1,43,6,85,76,6,35,35,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,763333,6,88,66,85,36,Sam,1,S,59,Franklin,66,6,3,1,10,57,59,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,224,39,CAR,68,66,17,1,1,78,80,62,24,65,82,1,2020,48,78
63,1,63,47,86,49,55,29,41,1,61,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,8,510000,42,87,48,85,68,John,2,WR,13,Franklin III,68,53,1,1,62,68,47,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",86,224,43,TB,58,48,17,1,1,59,81,71,25,59,85,1,2017,20,88
33,1,1,9,74,10,9,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1230000,9,74,82,80,9,John,1,DE,98,Franklin-Myers,90,9,2,1,12,26,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",5,130,32,NYJ,75,82,12,1,1,83,64,21,23,25,73,1,2017,72,65
58,1,57,22,78,56,21,57,56,1,59,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,17,84,63,77,56,Jordan,10,TE,69,Franks,74,25,0,1,66,67,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",87,224,67,Free Agent,59,63,12,1,1,60,72,58,24,51,78,1,2016,43,75
66,1,47,6,86,68,6,25,19,1,23,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,750000,6,89,67,92,13,Kavon,1,S,64,Frazier,72,6,1,1,12,62,49,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",14,196,57,MIA,75,67,18,1,1,83,76,57,26,62,78,1,2015,49,77
12,1,47,26,83,75,29,51,36,1,49,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1470000,20,86,74,82,54,Royce,5,RB,23,Freeman,78,32,2,1,98,88,30,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",37,70,83,DEN,33,74,33,1,1,30,84,68,24,12,82,1,2017,60,80
15,1,48,30,87,60,15,50,54,1,70,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,20,88,65,85,59,Devonta,1,RB,72,Freeman,75,35,0,1,90,83,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,98,77,Free Agent,25,65,10,1,1,12,81,80,28,15,73,1,2013,46,80
65,1,70,65,76,3,65,30,55,1,78,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,760000,65,95,69,86,73,Pat,1,TE,6,Freiermuth,75,65,5,1,54,78,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",18,224,50,PIT,65,69,65,1,1,65,71,63,22,65,77,1,2020,52,73
12,1,3,6,70,69,6,67,65,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,670000,6,83,63,69,16,Hjalte,1,OG,22,Froholdt,85,6,3,1,13,30,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",23,111,28,HOU,44,63,20,1,1,30,56,10,24,11,62,1,2018,43,43
15,1,1,76,75,22,78,15,18,1,13,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,825000,73,86,67,73,11,Jake,6,QB,54,Fromm,82,82,4,1,3,63,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",77,149,49,BUF,34,67,28,1,1,26,70,62,22,12,65,1,2020,49,55
20,1,1,20,55,81,20,10,15,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,13,84,49,50,10,Elliott,4,K,76,Fry,91,26,0,1,0,32,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,224,15,Free Agent,20,49,63,1,1,12,48,15,25,15,52,1,2018,22,42
21,1,72,10,87,18,10,37,61,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,42,610000,6,81,78,87,75,Travis,1,WR,47,Fulgham,67,15,1,1,16,74,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",85,170,63,PHI,27,78,15,1,1,28,82,64,24,14,82,1,2018,66,78
94,1,52,6,90,51,6,35,35,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,6,94,92,91,12,Kyle,14,CB,16,Fuller,62,6,1,1,73,66,50,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",3,13,36,DEN,59,92,19,1,1,82,90,65,28,86,85,1,2013,88,85
88,1,52,6,90,11,6,10,17,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,6750000,6,88,93,87,18,Kendall,7,CB,49,Fuller,67,6,4,1,44,63,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",73,84,28,WAS,68,93,17,1,1,58,91,63,25,91,87,1,2015,89,83
73,1,42,15,80,48,19,35,35,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,825000,12,88,76,85,24,Jordan,1,S,81,Fuller,59,21,4,1,0,57,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",61,179,39,LAR,69,76,17,1,1,73,82,62,22,68,80,1,2020,63,78
9,1,1,6,63,59,6,63,64,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,750000,6,85,59,66,8,Kyle,9,C,23,Fuller,83,6,1,1,37,40,10,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",89,216,10,SEA,10,59,22,1,1,20,53,10,26,15,63,1,2016,37,40
24,1,83,10,87,77,10,37,58,1,80,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,14730000,6,82,89,86,86,Will,7,WR,86,Fuller V,57,15,1,1,22,78,21,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",96,20,52,MIA,28,89,22,1,1,15,85,77,26,16,88,1,2015,83,92
15,1,1,6,54,14,6,71,70,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,6,74,78,64,7,Zach,3,OG,85,Fulton,85,6,1,1,40,25,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",87,176,15,NYG,35,78,20,1,1,20,40,10,28,12,67,1,2013,66,43
70,1,32,6,87,99,6,35,25,1,37,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,885000,6,90,68,85,24,Kristian,4,CB,96,Fulton,59,6,4,1,45,56,51,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",2,60,26,TEN,52,68,11,1,1,52,88,65,21,72,83,1,2020,51,83
17,1,65,10,75,43,10,54,57,1,61,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,680000,6,79,64,81,64,Troy,8,TE,77,Fumagalli,68,15,1,1,69,77,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,146,69,DEN,20,64,13,1,1,25,66,60,25,12,72,1,2017,45,63
25,1,77,10,84,8,10,50,49,1,85,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1270000,6,85,77,91,80,Devin,17,WR,44,Funchess,73,15,1,1,11,78,48,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",80,40,72,GB,35,77,15,1,1,15,73,75,26,15,82,1,2014,65,80
30,1,1,75,79,94,74,24,20,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,72,68,69,74,14,Blaine,7,QB,82,Gabbert,83,82,1,1,33,50,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",28,9,30,TB,26,69,22,1,1,15,74,65,30,11,68,1,2010,52,68
22,1,73,31,92,93,42,32,49,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1,31,80,69,89,74,Taylor,8,K,52,Gabriel,22,33,0,1,55,73,32,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",81,224,33,Free Agent,25,69,24,1,1,15,86,83,29,19,90,1,2013,52,88
57,1,60,10,80,1,10,35,37,1,57,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,10,79,64,85,59,Rico,4,WR,54,Gafford,47,10,0,1,9,68,45,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,224,25,Free Agent,54,64,11,1,1,59,78,67,24,65,90,1,2017,45,93
15,1,72,38,84,7,36,30,52,1,64,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1230000,41,84,81,91,77,Russell,3,WR,52,Gage Jr,60,43,2,1,40,75,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",16,179,53,ATL,58,81,12,1,1,49,86,72,24,10,87,1,2017,71,83
15,1,1,6,62,26,6,69,72,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,846667,6,86,71,67,7,Lamont,8,C,97,Gaillard,88,6,3,1,58,45,43,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",41,165,15,ARI,46,71,25,1,1,50,55,10,24,12,67,1,2018,55,45
74,1,45,6,84,64,6,35,35,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,750000,6,93,75,77,26,E.J.,8,CB,21,Gaines,59,6,1,1,68,54,51,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",15,171,29,BUF,61,75,20,1,1,59,83,72,28,69,83,1,2013,62,80
26,1,1,6,61,88,6,45,45,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,833333,6,73,65,75,21,Greg,11,DT,7,Gaines,87,6,3,1,26,45,72,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",92,127,49,LAR,79,65,12,1,1,84,56,19,24,15,65,1,2018,46,45
66,1,40,6,92,68,6,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,680000,6,92,67,86,13,Phillip,2,CB,23,Gaines,55,6,1,1,33,62,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",51,86,25,HOU,48,67,11,1,1,40,91,68,29,70,87,1,2013,49,85
45,1,10,6,81,73,6,45,45,1,44,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,83,55,78,19,Tipa,1,LB,47,Galeai,69,6,0,1,68,41,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,44,Free Agent,74,55,28,1,1,75,68,33,23,36,80,1,2020,31,70
24,1,1,6,74,94,6,45,45,1,17,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,930000,6,79,69,75,9,Neville,3,DT,20,Gallimore,84,6,4,1,25,38,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,81,27,DAL,81,69,15,1,1,78,64,24,23,16,73,1,2020,52,65
20,1,43,10,83,69,14,62,43,1,50,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,760000,10,84,77,75,57,****,1,RB,62,Gallman Jr,75,10,1,1,21,88,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",98,128,84,SAN,36,77,21,1,1,41,83,80,25,10,78,1,2016,65,82
20,1,72,15,88,13,10,28,48,1,83,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1315000,10,86,86,93,84,Michael,2,WR,39,Gallup,68,20,2,1,67,77,28,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",41,80,47,DAL,32,86,15,1,1,28,83,80,24,15,83,1,2017,78,85
19,1,70,10,80,5,10,35,44,1,74,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,825000,5,85,66,88,72,Antonio,8,WR,78,Gandy-Golden,70,15,4,1,36,77,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,131,65,WAS,32,66,12,1,1,36,82,76,22,12,80,1,2020,48,77
