iden,forename,surname,position,teamID,age,draftSeason,draftNum,length,salary,guarantee,eLength,eSalary,eGuarantee,potential,speed,burst,power,agility,jumping,stamina,injuryProne,discipline,intelligence,loyalty,greed,ambition,decisions,vision,sPassAcc,mPassAcc,dPassAcc,throwOnRun,routeRun,catching,passBlock,rushBlock,ballSecurity,trucking,kickAccuracy,zoneCover,manCover,blockShedding,ballStrip,tackle,elusiveness,releaseLine,skillMove,rating,growthType,appearance
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Asmar,Bilal,LB,Free Agent,23,2020,224,0,0,0,1,1,1,4,78,83,77,82,87,80,10,99,20,55,93,81,28,24,6,6,6,6,8,2,45,45,42,30,14,56,48,65,82,77,76,83,31,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Andrew,Billings,DT,CLE,25,2015,119,1,500000,3000000,1,1,1,2,55,67,93,67,69,76,13,67,62,61,95,71,60,56,6,6,6,6,6,1,44,45,28,43,19,26,18,73,81,80,54,67,44,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Joel,Bitonio,OG,CLE,28,2013,35,3,8943333,95000,1,1,1,5,53,73,87,74,78,88,8,99,86,60,41,81,86,84,6,6,6,6,7,1,88,85,40,28,21,20,12,10,31,30,54,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Daniel,Bituli,LB,Free Agent,22,2020,224,0,0,0,1,1,1,1,63,68,70,76,78,85,14,89,32,47,98,55,32,38,12,11,8,6,15,27,45,45,53,40,16,54,46,64,80,78,69,68,41,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Henry,Black,S,GB,23,2020,224,1,610000,0,1,1,1,3,80,82,65,84,81,88,14,68,28,41,70,55,31,24,6,6,6,6,23,42,35,35,63,35,14,67,65,54,83,68,83,82,70,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ross,Blacklock,DE,HOU,22,2020,39,4,1037500,950000,1,1,1,9,60,73,88,72,74,75,15,95,45,96,78,54,48,55,6,6,6,6,6,1,45,45,38,31,13,27,17,68,81,79,64,73,43,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Julian,Blackmon,S,IND,22,2020,84,4,925000,230000,1,1,1,9,83,82,57,89,87,87,17,67,65,73,53,70,72,71,6,6,6,6,27,35,25,25,52,40,15,79,72,52,73,69,86,82,68,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Saeed,Blacknall,WR,Free Agent,24,2016,224,0,0,0,1,1,1,1,87,85,70,89,79,78,14,89,68,80,82,91,29,27,21,18,15,31,53,56,36,43,71,46,16,28,17,27,29,26,85,39,75,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Angelo,Blackson,DE,CHI,27,2014,96,1,750000,0,1,1,1,6,53,70,79,66,82,69,10,63,62,71,58,51,65,72,6,6,6,6,7,1,45,45,39,29,15,20,15,71,77,78,57,70,49,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Marquise,Blair,S,SEA,23,2018,46,3,852500,705000,1,1,1,8,83,85,60,87,84,88,16,87,55,44,84,54,55,55,6,6,6,6,28,41,30,35,62,28,17,72,69,56,87,66,81,85,68,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ronald,Blair III,DE,SAN,27,2015,130,1,500000,550000,1,1,1,9,62,77,85,71,81,71,13,41,48,62,95,65,55,59,6,6,6,6,6,8,46,45,43,42,19,47,34,68,81,78,57,77,46,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Christian,Blake,WR,ATL,24,2018,224,1,590000,0,1,1,1,1,82,78,53,86,84,79,12,94,71,62,69,88,42,39,35,29,24,29,55,57,31,41,69,37,12,23,15,27,18,26,81,33,76,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Quin,Blanding,S,Free Agent,24,2016,224,0,0,0,1,1,1,3,75,85,58,85,77,91,11,53,13,57,66,50,23,18,10,10,10,10,10,30,35,35,60,31,12,66,59,52,61,62,78,85,69,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Rodrigo,Blankenship,K,IND,23,2020,224,3,763333,6667,1,1,1,9,57,72,92,62,51,86,16,40,1,74,84,71,45,42,34,29,23,19,8,1,16,22,31,11,80,12,12,19,14,31,56,72,19,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kendall,Blanton,TE,Free Agent,24,2018,224,0,0,0,1,1,1,1,60,73,78,72,76,79,14,61,56,75,76,90,42,38,15,10,6,10,40,54,55,57,66,64,14,18,12,25,12,23,69,26,60,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Khari,Blasingame,RB,TEN,24,2018,224,1,590000,0,1,1,1,1,78,85,75,83,85,86,12,92,66,87,79,58,54,47,6,6,6,6,39,45,68,58,71,78,20,26,18,44,43,44,80,16,70,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Amani,Bledsoe,DE,CIN,22,2020,224,2,680000,0,1,1,1,1,57,73,82,69,77,74,12,85,37,53,84,41,43,47,17,12,9,9,5,1,45,45,29,34,15,30,22,68,79,75,61,73,41,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,David,Blough,QB,DET,25,2018,224,1,680000,0,1,1,1,2,58,77,84,76,77,67,15,84,45,72,88,99,45,49,77,70,70,73,15,12,17,19,58,32,12,14,12,22,21,25,74,77,45,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Austin,Blythe,C,KC,28,2015,218,1,760000,0,1,1,1,1,33,65,87,69,77,93,7,73,72,75,44,64,72,79,6,6,6,6,6,1,77,80,24,26,20,14,12,26,28,32,56,1,15,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,C.J.,Board,WR,Free Agent,26,2017,224,0,0,0,1,1,1,2,87,88,53,93,91,82,14,40,73,73,57,89,45,47,10,10,10,10,58,57,38,58,66,38,24,20,15,40,15,22,90,33,76,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chris,Board,LB,BAL,25,2017,224,1,570000,0,1,1,1,4,77,82,69,88,83,89,12,86,47,67,77,75,48,44,6,6,6,6,9,23,30,42,55,53,16,62,57,60,76,80,76,82,37,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jacob,Bobenmoyer,TE,DEN,23,2019,224,1,610000,0,1,1,1,14,63,78,68,73,76,85,9,53,31,55,81,47,23,18,18,16,13,19,23,18,48,53,40,46,19,47,41,60,72,70,69,1,49,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Briean,Boddy-Calhoun,CB,Free Agent,27,2020,224,0,0,0,1,1,1,1,82,82,60,86,84,88,11,87,52,55,70,66,58,55,15,10,10,15,14,23,35,35,48,36,15,74,76,57,73,65,87,82,72,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Russell,Bodine,C,DET,28,2013,106,1,660000,0,1,1,1,5,40,63,90,52,78,83,7,53,63,46,63,53,63,62,6,6,6,6,7,1,71,67,32,19,22,19,20,18,15,29,49,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Evan,Boehm,C,Free Agent,27,2015,125,0,0,0,1,1,1,6,35,55,83,66,71,85,11,59,62,73,55,43,62,63,6,6,6,6,6,1,61,69,31,28,20,14,12,26,22,35,48,1,15,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Moritz,Boehringer,TE,Free Agent,26,2015,164,0,0,0,1,1,1,7,78,83,70,87,91,83,9,78,68,46,94,44,26,27,15,10,6,10,46,56,47,44,67,62,19,25,15,35,15,40,81,32,71,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ike,Boettger,OG,BUF,24,2017,224,1,570000,0,1,1,1,1,28,58,83,63,73,83,20,42,77,73,87,94,77,75,12,9,7,6,16,5,69,69,37,25,11,12,11,25,30,34,52,1,10,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tommy,Bohanon,RB,Free Agent,29,2020,224,0,0,0,1,1,1,7,57,75,86,72,84,88,12,82,63,61,59,64,38,38,20,15,10,10,34,35,66,58,74,78,32,15,12,31,20,50,68,38,62,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Corey,Bojorquez,P,LAR,24,2017,224,1,760000,0,1,1,1,1,50,57,96,63,44,86,13,74,1,68,85,76,46,44,30,25,20,19,10,1,17,19,33,17,78,17,12,24,15,28,52,57,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Brandon,Bolden,RB,NE,30,2011,224,1,1000000,850000,1,1,1,1,80,83,76,84,87,78,14,65,73,74,50,74,62,68,10,10,10,10,43,35,52,62,89,83,32,25,13,50,45,54,78,24,78,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Victor,Bolden Jr,WR,Free Agent,25,2015,224,0,0,0,1,1,1,11,83,85,44,90,78,78,9,85,71,93,63,95,29,30,38,32,25,37,55,57,32,38,64,32,24,25,18,24,19,26,88,11,82,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Garett,Bolles,OT,DEN,28,2016,19,5,9894000,4408000,1,1,1,12,57,72,90,74,70,93,13,60,89,48,71,70,89,85,6,6,6,6,13,1,85,82,29,37,20,15,12,34,42,38,57,1,17,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Nick,Bolton,LB,KC,20,2021,57,4,260000,500000,1,1,1,1,70,73,70,70,78,93,8,56,67,42,70,52,55,55,65,65,65,65,45,18,65,65,40,65,65,70,61,70,83,86,76,73,66,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Curtis,Bolton,LB,Free Agent,24,2018,224,0,0,0,1,1,1,5,77,83,68,80,90,84,15,54,25,45,64,56,35,33,6,6,6,6,7,21,45,45,55,38,12,62,56,69,80,79,74,83,37,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Devante,Bond,LB,Free Agent,27,2015,167,0,0,0,1,1,1,4,70,77,74,81,85,83,13,51,48,72,62,78,51,47,6,6,6,6,7,9,45,45,32,27,24,51,42,62,68,77,69,77,39,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Terrell,Bonds,CB,Free Agent,24,2020,224,0,0,0,1,1,1,12,82,78,56,82,82,87,11,67,33,53,51,96,42,37,16,6,6,6,11,30,35,35,57,27,12,61,66,51,55,54,84,78,67,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Reggie,Bonnafon,RB,CAR,24,2017,224,1,680000,0,1,1,1,12,80,77,68,85,86,81,13,53,65,58,59,71,54,59,54,49,50,61,45,42,52,36,83,58,16,25,18,27,22,24,85,20,75,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Devontae,Booker,RB,NYG,28,2015,133,2,900000,590000,1,1,1,7,78,83,70,88,82,85,10,49,74,40,82,63,63,70,24,22,18,10,45,45,55,36,84,69,20,19,14,26,21,35,82,18,79,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Mike,Boone,RB,MIN,25,2017,224,1,570000,0,1,1,1,1,83,82,69,86,93,84,21,73,70,58,77,57,42,43,30,25,15,10,42,41,48,43,86,65,12,19,14,26,21,33,80,14,79,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Cole,Boozer,OT,Free Agent,25,2017,224,0,0,0,1,1,1,1,48,65,86,63,74,82,13,69,25,99,53,67,25,19,6,6,6,6,27,23,60,63,58,41,12,12,12,10,47,39,54,1,21,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Breon,Borders,CB,Free Agent,25,2015,224,0,0,0,1,1,1,1,82,87,65,85,82,91,10,68,53,48,97,96,60,60,6,6,6,6,13,47,25,25,65,39,17,69,66,55,63,62,83,87,75,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Blake,Bortles,QB,LAR,28,2013,2,1,830000,0,1,1,1,16,63,70,86,78,80,78,6,72,48,95,97,98,48,44,81,76,75,78,19,32,22,23,60,57,32,20,15,19,12,21,78,70,69,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Joey,Bosa,DE,LAC,25,2015,2,6,12143333,12750000,1,1,1,11,68,80,87,87,78,90,11,49,92,63,62,77,97,97,6,6,6,6,6,11,45,45,43,36,19,35,24,80,82,85,71,80,54,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Nick,Bosa,DE,SAN,22,2018,1,3,500000,7887500,1,1,1,19,65,85,85,86,81,86,14,86,80,75,65,76,89,94,6,6,6,6,9,8,45,45,38,31,17,42,30,80,84,85,70,85,51,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Matt,Bosher,P,Free Agent,32,2010,186,0,0,0,1,1,1,8,60,70,92,67,65,85,8,90,1,62,72,64,38,34,30,30,25,20,8,1,25,19,55,45,75,15,12,30,57,39,53,70,60,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jon,Bostic,LB,WAS,29,2012,49,2,1520000,980000,1,1,1,1,73,80,72,79,79,90,15,43,53,64,80,80,54,50,6,6,6,6,7,42,45,45,64,44,22,52,45,77,82,88,71,80,32,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tre,Boston,S,Free Agent,28,2013,123,0,0,0,1,1,1,3,78,82,68,86,86,89,8,93,63,67,77,58,72,72,6,6,6,6,13,53,35,35,69,55,13,80,74,41,90,72,80,82,64,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chris,Boswell,K,PIT,29,2013,224,3,2450000,1494000,1,1,1,4,55,67,96,66,65,84,8,69,1,85,44,55,51,52,37,33,27,10,8,1,16,24,45,15,90,12,12,10,15,35,56,67,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kendrick,Bourne,WR,NE,25,2016,224,1,3260000,0,1,1,1,11,80,85,65,93,86,78,12,91,76,99,87,67,74,78,15,10,6,10,64,66,48,59,74,42,22,24,16,22,15,27,84,57,80,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,A.J.,Bouye,CB,CAR,29,2012,224,3,2600000,1600000,1,1,1,4,82,90,66,90,89,91,17,61,78,54,80,69,83,86,6,6,6,6,11,47,35,35,65,35,11,86,83,58,48,60,90,90,76,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Lynn,Bowden Jr,WR,MIA,22,2020,79,4,930000,0,1,1,1,6,82,85,70,88,84,86,9,79,74,66,83,40,55,62,51,48,47,59,56,63,44,53,79,70,17,15,10,25,23,30,82,42,81,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Branden,Bowen,OT,Free Agent,23,2020,224,0,0,0,1,1,1,1,38,60,83,57,64,83,18,67,23,94,56,71,23,30,6,6,6,6,10,1,63,62,40,25,12,20,15,25,20,38,50,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tashawn,Bower,LB,Free Agent,25,2015,224,0,0,0,1,1,1,11,65,70,77,75,77,72,12,48,35,42,75,51,43,43,6,6,6,6,10,1,45,45,29,31,14,32,31,68,81,76,64,70,44,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tyus,Bowser,LB,BAL,25,2016,46,3,1380000,750000,1,1,1,6,73,82,75,82,89,84,12,66,55,42,48,77,62,62,6,6,6,6,11,35,45,45,52,33,12,53,45,65,78,79,69,82,44,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tyler,Boyd,WR,CIN,25,2015,55,4,6640000,2224000,1,1,1,1,82,87,63,87,88,85,13,77,81,65,78,87,85,80,43,38,33,25,69,81,48,55,75,38,22,24,16,39,15,24,84,61,77,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Dino,Boyd,OT,Free Agent,24,2017,224,0,0,0,1,1,1,4,43,65,81,57,69,81,13,89,22,82,77,47,22,29,6,6,6,6,5,1,58,60,30,24,17,19,15,25,25,30,51,1,23,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kris,Boyd,CB,MIN,23,2018,194,3,635000,22500,1,1,1,4,85,82,65,87,87,89,12,97,30,42,57,69,38,38,10,10,10,10,24,30,40,35,73,46,14,67,64,53,55,61,89,82,69,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Miles,Boykin,WR,BAL,23,2018,92,3,680000,212500,1,1,1,13,85,82,68,89,96,80,13,66,74,90,61,77,58,53,31,23,19,25,57,65,34,57,73,45,11,21,15,29,20,28,87,46,74,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tim,Boyle,QB,DET,25,2017,224,1,760000,0,1,1,1,3,68,68,84,82,82,70,16,57,43,61,78,94,43,40,74,70,77,72,11,1,10,10,58,35,12,19,10,16,12,25,70,68,55,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Nick,Boyle,TE,BAL,27,2014,162,2,2776667,3220000,1,1,1,8,58,75,76,78,78,91,8,85,68,87,67,89,78,80,15,10,6,10,51,63,64,78,74,74,18,25,15,46,12,35,73,42,54,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Bradley,Bozeman,OG,BAL,25,2017,200,2,615000,30000,1,1,1,1,28,55,85,55,62,82,12,51,74,87,47,68,74,74,6,6,6,6,5,1,70,76,20,10,16,11,10,15,12,20,38,1,10,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,James,Bradberry IV,CB,NYG,27,2015,62,3,4833333,9666667,1,1,1,1,83,87,67,86,88,88,11,80,88,94,67,61,91,88,6,6,6,6,15,50,10,13,62,25,21,90,92,53,76,62,86,87,71,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Garrett,Bradbury,C,MIN,25,2018,17,3,500000,2720000,1,1,1,1,58,73,89,73,76,88,14,49,78,57,48,63,78,77,6,6,6,6,17,24,75,79,46,34,20,15,12,42,42,44,57,1,21,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ben,Braden,OG,GB,26,2015,224,1,750000,0,1,1,1,2,52,67,83,62,70,81,9,49,32,86,69,60,32,31,10,6,6,6,7,1,60,62,20,31,14,15,12,24,33,30,51,1,19,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Nigel,Bradham,LB,Free Agent,30,2011,105,0,0,0,1,1,1,1,75,77,75,81,87,94,4,72,67,63,83,91,72,78,6,6,6,6,10,33,45,45,60,36,20,72,66,68,83,80,73,77,39,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Shaun,Bradley,LB,PHI,23,2020,176,4,825000,40000,1,1,1,1,78,82,67,80,79,88,10,92,27,93,60,48,37,36,22,17,12,15,19,27,45,45,60,49,12,55,57,61,83,77,75,82,31,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Hunter,Bradley,OG,GB,26,2017,212,2,615000,20000,1,1,1,7,67,72,69,70,72,76,10,54,46,67,70,68,46,42,23,18,14,15,19,8,52,51,49,23,16,18,10,32,45,65,70,1,27,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Darius,Bradwell,RB,Free Agent,23,2020,224,0,0,0,1,1,1,1,78,82,75,81,81,80,12,57,71,60,97,61,38,44,37,33,27,36,32,24,47,29,86,81,13,16,10,28,25,26,77,1,72,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tom,Brady,QB,TB,43,1999,192,2,500000,24500000,1,1,1,1,33,43,91,70,47,99,1,75,97,58,55,44,97,93,98,97,93,84,11,1,19,25,69,20,17,19,11,33,12,32,66,43,44,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tyre,Brady,WR,Free Agent,25,2018,224,0,0,0,1,1,1,1,77,80,62,83,78,79,15,79,64,58,53,76,29,31,26,20,12,26,55,57,35,46,62,44,13,26,18,30,43,44,83,50,74,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jordan,Brailford,DE,MIN,24,2018,230,1,680000,0,1,1,1,9,73,80,76,70,89,79,20,54,30,53,42,87,38,44,6,6,6,6,10,11,45,45,46,43,20,49,43,70,84,69,67,80,40,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Blake,Brandel,OG,Free Agent,23,2020,183,0,0,0,1,1,1,4,37,60,84,53,76,83,10,53,46,66,79,96,46,41,6,6,6,6,5,1,63,61,29,15,27,15,12,15,35,29,49,1,10,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Caleb,Brantley,DT,Free Agent,25,2016,160,0,0,0,1,1,1,1,48,70,89,63,68,71,12,56,25,41,59,99,35,42,6,6,6,6,11,1,45,45,34,37,11,30,22,67,81,80,53,70,42,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Cameron,Brate,TE,TB,29,2013,224,4,5883333,625000,1,1,1,8,65,77,72,76,83,85,9,53,64,84,65,84,71,67,15,10,6,10,55,78,55,59,77,63,22,13,12,51,20,40,68,56,68,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ben,Braunecker,TE,Free Agent,26,2015,224,0,0,0,1,1,1,3,70,82,77,86,88,84,13,52,50,62,49,60,60,61,15,10,5,10,42,51,67,58,68,72,19,21,14,46,27,42,78,22,57,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tyler,Bray,QB,Free Agent,28,2015,224,0,0,0,1,1,1,1,48,63,87,71,68,66,13,54,37,88,78,83,37,32,70,58,68,65,11,1,14,11,53,32,12,12,13,21,12,20,67,63,42,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ben,Bredeson,OT,BAL,22,2020,132,4,825000,120000,1,1,1,7,38,55,87,53,65,82,12,64,58,72,72,93,58,60,6,6,6,6,5,1,68,66,20,10,16,11,10,15,12,20,51,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Bashaud,Breeland,CB,KC,28,2013,97,1,500000,2500000,1,1,1,7,80,85,57,85,85,93,11,72,60,79,43,56,66,59,6,6,6,6,8,48,35,35,59,30,17,76,74,48,68,61,84,85,68,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
