age,accelRating,newAccel,isActive,agilityRating,awareRating,newAware,bCVRating,birthDay,bigHitTrait,blockShedRating,birthMonth,breakSackRating,breakTackleRating,birthYear,college,clutchTrait,confRating,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,carryRating,contractSalary,contractYearsLeft,contractLength,catchRating,newCatch,cITRating,coverBallTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,durabilityGrade,dropOpenPassTrait,draftPick,draftPickNew,draftRound,draftRoundNew,draftNumber,oldDraftNumber,potential,desiredBonus,desiredSalary,desiredLength,devTrait,changeOfDirectionRating,fightForYardsTrait,firstName,finesseMovesRating,isFreeAgent,forcePassTrait,feetInBoundsTrait,height,highMotorTrait,hPCatchTrait,homeState,homeTown,hitPowerRating,impactBlockRating,injuryRating,injuryLength,intangibleGrade,injuryType,jukeMoveRating,jumpRating,jerseyNum,kickAccRating,kickPowerRating,kickRetRating,leadBlockRating,lBStyleTrait,legacyScore,lastName,manCoverRating,passBlockFinesseRating,passBlockPowerRating,playerBestOvr,physicalGrade,playActionRating,playBallTrait,playRecRating,penaltyTrait,productionGrade,predictTrait,presentationId,isOnPracticeSquad,pressRating,pursuitRating,passBlockRating,posCatchTrait,playerSchemeOvr,skillPoints,position,portraitId,powerMovesRating,qBStyleTrait,runBlockFinesseRating,runBlockPowerRating,rookieYear,releaseRating,runBlockRating,runStyle,rosterId,reSignStatus,routeRunDeepRating,routeRunMedRating,routeRunShortRating,,scheme,sizeGrade,sensePressureTrait,specCatchRating,speedRating,newSpeed,spinMoveRating,stripBallTrait,stiffArmRating,staminaRating,strengthRating,tackleRating,toughRating,tightSpiralTrait,throwAccRating,throwAccDeepRating,throwAccMidRating,throwAccShortRating,throwAwayTrait,throwPowerRating,throwOnRunRating,throwUnderPressureRating,teamId,truckRating,teamSchemeOvr,weight,experiencePoints,yACCatchTrait,yearsPro,zoneCoverRating,ability1,,ability2,ability3,ability4,ability5,,
22,74,57,TRUE,53,66,48,13,11,0,31,2,12,8,1998,Arizona State,0,50,0,0,0,0,28,0,0,0,29,1,15,4,0,0,0,0,0,0,224,64,64,224,225,5,0,1080000,1,0,50,0,Cohl,24,TRUE,2,0,77,1,0,4,Rancho Cucamonga,35,77,92,0,56,97,13,67,72,16,19,10,80,1,0,Cabral,7,62,64,56,79,6,1,31,1,0,0,21189,FALSE,10,29,63,0,56,0,C,199,30,0,60,62,2020,15,61,15,554041689,11,5,5,15,8,0,99,1,15,64,40,14,0,28,86,82,38,88,0,30,6,6,6,0,17,6,10,0,50,0,300,0,0,0,12,,Free Agent,,,,,,
23,89,82,TRUE,78,66,48,75,20,0,27,8,21,69,1997,Georgia,0,50,610000,0,0,0,75,610000,1,1,79,65,80,4,0,0,0,0,1,1,224,64,64,224,225,1,0,0,0,0,75,1,Lawrence,10,FALSE,2,1,77,1,1,19,Baltimore,28,43,86,0,63,97,74,81,86,12,17,30,24,1,0,Cager,12,18,20,63,83,19,1,16,1,0,0,21304,FALSE,16,30,31,0,63,0,WR,200,10,2,17,23,2020,66,50,11,554044214,0,60,64,65,63,5,98,1,82,86,77,68,0,63,81,69,31,79,0,22,10,15,20,0,29,21,19,1012793395,54,63,220,787,1,0,17,,NYJ,,,,,,
24,90,83,TRUE,91,55,31,76,9,0,23,8,27,72,1996,Clemson,0,50,0,0,0,0,75,0,0,0,76,60,80,4,0,0,0,0,0,12,11,7,6,170,171,1,0,1530000,1,0,79,1,Deon,10,TRUE,2,1,74,1,1,8,Tampa,28,54,90,0,68,97,75,81,17,13,17,50,29,1,0,Cain,17,25,27,68,89,21,2,22,1,0,0,13189,FALSE,10,32,44,0,68,0,WR,8832,10,0,35,37,2017,75,54,3,554041690,11,75,75,77,76,4,95,1,77,91,85,62,0,60,82,57,46,88,0,30,31,25,29,0,47,22,25,0,52,0,202,4596,1,2,13,,Free Agent,,,,,,
24,73,55,TRUE,63,62,42,10,21,0,35,2,12,7,1996,West Virginia,0,50,840000,640000,610000,810000,38,2670000,3,4,22,1,25,4,0,0,0,0,0,38,37,4,3,100,101,12,0,0,0,0,51,0,Yodny,15,FALSE,2,0,77,1,0,8,Miami,33,82,81,0,58,97,10,62,77,21,22,10,81,1,0,Cajuste,13,66,63,59,82,6,1,20,0,0,0,20360,FALSE,10,29,65,0,59,0,C,9411,25,0,67,65,2018,40,67,5,554041691,11,5,5,15,8,6,99,1,15,64,40,10,0,19,82,85,36,84,0,22,6,6,6,0,30,6,10,1012793400,23,58,308,2587,0,1,15,,NE,,,,,,
22,90,83,TRUE,86,56,32,73,2,0,27,4,20,72,1998,UL Lafayette,0,50,610000,610000,0,0,82,610000,1,1,66,43,56,4,0,0,0,0,0,32,31,8,7,222,223,3,0,0,0,0,87,0,Raymond,10,FALSE,2,0,68,1,0,17,Breaux Bridge,26,24,86,0,62,97,74,87,30,12,15,80,28,1,0,Calais,15,20,23,62,86,15,1,15,1,0,0,21330,FALSE,11,36,35,0,62,0,HB,201,10,2,18,17,2020,45,25,1,554041692,0,42,49,57,49,5,99,0,55,92,87,69,0,60,80,63,32,79,0,24,10,15,20,0,25,15,16,1012793402,57,62,188,0,0,0,18,,LAR,,,,,,
27,89,82,TRUE,81,59,37,60,26,0,35,12,14,54,1992,Mississippi State,0,50,0,0,0,0,40,0,0,0,64,40,40,2,0,0,0,0,0,0,224,64,64,224,225,10,0,750000,1,0,79,0,Taveze,35,TRUE,2,0,73,1,0,23,Morton,40,45,86,0,56,97,74,80,39,26,26,49,15,1,0,Calhoun,56,35,35,56,84,6,0,59,1,0,0,17814,FALSE,65,60,35,0,56,0,CB,7933,25,0,35,35,2015,45,35,8,554041695,11,11,14,24,16,13,97,1,60,86,77,65,0,38,89,59,40,65,0,36,6,6,6,0,36,6,13,0,36,0,188,1895,0,4,57,,Free Agent,,,,,,
24,83,72,TRUE,69,62,42,18,20,0,33,2,12,15,1996,Mississippi State,0,50,0,0,0,0,22,0,0,0,18,1,10,4,0,0,0,0,0,0,224,64,64,224,225,5,0,1040000,1,0,57,0,Shaq,27,TRUE,2,0,75,1,0,0,Pleasant Grove,25,77,86,0,59,97,24,71,63,13,19,10,78,1,0,Calhoun,18,60,63,59,81,6,1,26,1,0,0,20661,FALSE,10,27,62,0,59,0,RG,9412,30,0,62,65,2018,15,64,5,554041693,11,3,7,15,8,12,85,1,12,70,50,20,0,25,79,83,30,83,0,22,6,6,6,0,27,6,15,0,35,0,320,883,0,1,25,,Free Agent,,,,,,
28,82,70,TRUE,84,63,43,27,20,0,60,3,12,11,1992,Michigan State,0,50,1480000,1230000,250000,250000,45,1230000,1,1,50,17,23,3,0,1,1,0,0,13,12,4,3,75,76,4,0,0,0,0,70,0,Shilique,74,FALSE,2,0,76,1,0,29,Middletown,81,74,91,0,60,97,31,84,90,19,20,9,16,2,0,Calhoun,37,44,45,68,80,6,0,59,1,0,0,17659,FALSE,22,81,44,0,68,0,ROLB,7932,57,0,45,44,2015,17,44,3,554041694,0,5,7,14,9,11,99,1,21,78,63,22,1,27,80,79,79,89,0,20,6,6,6,0,22,6,10,1012793400,33,60,260,3894,0,4,44,,NE,,,,,,
26,87,78,TRUE,82,67,49,45,10,0,74,1,12,27,1994,Villanova,0,50,750000,750000,0,0,57,750000,1,1,52,20,43,3,0,0,0,0,1,0,224,64,64,224,225,1,0,0,0,0,73,0,Austin,53,FALSE,2,0,72,1,0,6,Danbury,84,78,86,0,65,97,48,82,53,16,10,10,17,2,0,Calitro,48,45,45,67,82,6,0,68,1,0,0,13851,FALSE,47,80,45,0,67,0,MLB,9328,62,0,45,45,2016,16,45,3,554041696,0,6,11,21,13,20,85,1,51,83,72,40,0,32,86,74,81,81,0,33,6,6,6,0,36,6,10,1012793348,36,65,240,3380,0,3,58,,DEN,,,,,,
28,92,87,TRUE,87,85,77,65,23,0,63,10,12,62,1991,Rice,0,50,6080000,1250000,6550000,10290000,61,8750000,2,3,69,48,63,2,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,1,88,0,Bryce,33,FALSE,2,0,69,0,0,11,Moscow,45,45,87,0,83,97,78,96,29,21,24,65,15,1,0,Callahan,84,35,35,85,91,6,1,87,1,0,0,2703,FALSE,76,81,35,0,85,0,CB,7667,34,0,35,35,2014,40,35,3,554041697,11,13,20,30,21,11,99,1,70,93,88,73,0,33,87,67,60,81,0,22,6,6,6,0,36,6,12,1012793348,27,83,188,11293,0,5,88,,DEN,,,,,,
23,93,88,TRUE,87,56,32,80,9,0,22,1,23,77,1997,Florida,0,50,0,0,0,0,68,0,0,0,79,65,76,2,0,0,0,0,0,1,224,64,64,224,225,3,0,1590000,1,0,81,0,Antonio,10,TRUE,2,1,71,0,0,8,Miami,18,32,88,0,69,97,85,82,16,12,17,83,17,1,0,Callaway,17,10,15,69,89,13,1,16,1,0,0,13254,FALSE,15,30,26,1,69,0,WR,8833,10,0,15,19,2020,68,50,8,554044155,11,77,74,72,74,5,96,1,80,92,87,79,0,56,76,50,26,77,0,27,15,20,27,0,29,24,17,0,29,0,197,2727,1,2,14,,Free Agent,,,,,,
22,90,83,TRUE,82,67,49,74,27,0,28,3,23,72,1998,Tennessee,0,50,620000,520000,100000,100000,75,2200000,3,3,83,72,81,4,0,0,0,0,1,0,224,64,64,224,225,7,0,0,0,0,79,1,Marquez,10,FALSE,2,1,73,1,1,9,Warner Robins,29,43,90,0,68,97,73,89,12,13,19,82,23,1,0,Callaway,14,13,15,68,85,6,1,19,1,0,0,21321,FALSE,18,31,30,0,68,0,WR,202,10,2,15,22,2020,72,50,1,554044050,11,64,68,69,67,4,75,1,84,87,78,68,0,58,79,63,27,84,0,43,10,15,20,0,20,15,15,1012793405,62,68,204,562,1,0,21,,NO,,,,,,
27,91,85,TRUE,84,58,35,72,14,0,51,6,15,58,1993,Regina,0,50,510000,0,0,0,63,1110000,2,2,69,48,55,4,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,0,82,0,Tevaughn,37,FALSE,2,0,72,1,0,50,Toronto,49,52,84,0,64,97,74,91,37,11,10,45,11,1,0,Campbell,70,35,35,67,88,6,2,56,1,0,0,20885,FALSE,72,73,35,0,67,0,CB,203,31,0,35,35,2017,42,35,3,554041702,11,16,24,32,24,12,98,1,63,92,87,70,0,25,89,56,53,80,0,22,6,6,6,0,24,6,10,1012793384,21,64,200,2723,0,2,66,,LAC,,,,,,
27,87,78,TRUE,86,80,69,41,1,0,63,7,12,16,1993,Minnesota,0,50,2000000,500000,1500000,1500000,45,500000,1,1,59,32,45,4,0,0,1,0,0,18,17,5,4,112,113,6,0,0,0,1,73,0,De'Vondre,61,FALSE,2,0,76,1,0,8,Fort Myers,79,78,90,0,74,97,31,83,59,20,20,10,18,0,650,Campbell,63,45,45,74,82,6,1,78,1,0,0,17784,FALSE,44,81,23,0,74,0,MLB,7935,48,0,45,45,2015,12,29,2,554041699,0,5,9,18,11,11,99,1,52,85,75,28,0,33,86,73,88,85,0,21,6,6,6,0,24,6,12,1012793351,28,74,232,3790,0,4,69,,ARI,,,,,,
23,93,88,TRUE,91,72,57,83,16,0,41,7,22,72,1997,Ohio State,0,50,1090000,500000,1330000,1700000,73,3080000,3,4,83,72,78,4,0,0,0,0,0,28,27,3,2,58,59,6,0,0,0,0,90,1,Parris,10,FALSE,2,0,72,1,0,34,Akron,23,50,87,0,73,97,83,89,15,12,14,76,36,1,0,Campbell,16,26,28,73,90,6,1,21,1,0,0,20355,FALSE,16,46,43,1,73,0,WR,9413,10,2,30,28,2018,64,50,6,554041701,11,76,74,76,75,6,79,1,79,94,90,75,0,59,82,56,38,84,0,20,6,10,15,0,26,10,18,1012793386,46,73,205,6665,1,1,24,,IND,,,,,,
20,89,82,TRUE,84,72,57,57,17,0,65,3,65,45,2000,Georgia,0,50,1210000,10000,4800000,4800000,60,40000,4,4,59,32,51,1,0,0,0,0,0,1,224,64,64,224,225,3,0,0,0,0,79,0,Tyson,32,FALSE,1,0,74,1,0,8,Plantation,68,65,93,0,73,97,67,84,3,65,65,24,65,2,0,Campbell,76,65,65,73,86,65,0,73,1,0,1,302,FALSE,73,71,65,0,73,0,CB,3772,30,0,65,65,2020,65,65,1,554044321,11,65,65,15,48,11,96,2,51,90,83,54,0,47,92,60,68,90,0,65,65,65,65,0,65,65,65,1012793394,41,73,185,0,0,0,73,,JAX,,,,,,
28,88,80,TRUE,87,64,45,65,13,0,61,5,10,35,1992,Northwestern,0,50,0,0,0,0,55,0,0,0,52,20,45,2,0,0,0,0,1,17,16,5,4,111,112,6,0,1150000,1,0,81,0,Ibraheim,44,TRUE,2,0,71,1,0,37,Philadelphia,78,59,82,0,69,97,64,82,33,19,26,35,14,2,0,Campbell,63,35,35,69,85,6,0,62,1,0,0,2600,FALSE,63,77,35,0,69,0,FS,7037,48,0,35,35,2014,25,35,3,554041700,11,10,15,20,15,13,90,1,60,87,78,62,1,51,87,78,73,80,0,25,6,6,6,0,24,6,14,0,45,0,208,3064,0,5,73,,Free Agent,,,,,,
25,87,78,TRUE,87,50,23,64,24,0,48,8,15,55,1995,Northern Iowa,0,50,680000,0,0,0,60,680000,1,1,70,50,45,3,0,0,0,0,1,1,224,64,64,224,225,4,0,0,0,0,83,0,Elijah,41,FALSE,2,0,71,1,0,22,St. Paul,54,46,85,0,54,97,74,92,26,17,18,56,15,1,0,Campbell,63,34,33,60,79,6,2,48,1,0,0,13522,FALSE,65,69,33,0,60,0,SS,9726,35,0,34,33,2020,27,34,8,554044156,0,11,16,26,18,11,50,1,62,92,87,65,0,29,90,61,60,77,0,26,6,6,6,0,27,6,10,1012793395,28,54,190,2326,0,2,66,,NYJ,,,,,,
34,83,72,TRUE,80,97,95,20,1,0,90,9,12,16,1986,Miami,1,50,10000000,500000,19500000,19500000,46,5500000,2,2,41,2,10,3,1,1,1,0,0,20,19,3,2,50,51,1,0,0,0,2,65,0,Calais,74,FALSE,2,0,80,1,0,5,Aurora,85,89,97,0,88,97,15,85,93,30,30,10,19,0,9000,Campbell,20,45,45,92,80,6,1,96,0,0,0,28363,FALSE,35,94,45,0,92,0,RE,655,84,0,45,45,2007,12,45,5,554041698,11,2,3,10,5,20,85,1,15,72,53,15,1,45,85,92,92,80,0,32,6,6,6,0,35,6,14,1012793403,41,88,300,5940,0,12,27,Run Stopper,BAL,Inside Stuff,,,,,
23,75,58,TRUE,62,53,28,12,17,0,22,12,12,13,1996,South Carolina,0,50,0,0,0,0,30,0,0,0,22,1,15,4,0,0,0,0,0,0,224,64,64,224,225,1,0,610000,1,0,50,0,Blake,10,TRUE,2,0,80,1,0,45,Virginia Beach,30,74,87,0,54,97,10,75,73,12,10,10,73,1,0,Camper,12,60,63,54,81,6,1,13,1,0,0,20793,FALSE,10,25,62,0,54,0,RT,112,10,0,60,61,2018,14,60,15,554041703,11,10,12,15,12,5,99,1,15,57,28,10,0,10,84,86,27,86,0,16,6,6,6,0,12,6,14,0,23,0,309,0,0,0,16,,Free Agent,,,,,,
27,77,62,TRUE,61,53,28,51,20,0,45,8,10,17,1993,Portland State,0,50,1140000,910000,450000,450000,60,1980000,2,2,55,25,45,4,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,0,63,0,Kameron,10,FALSE,2,0,76,1,0,36,Eugene,49,69,92,0,30,97,42,79,57,15,15,6,43,1,0,Canaday,15,40,50,30,66,6,1,52,1,0,0,17967,FALSE,25,50,58,0,30,0,C,7936,10,0,35,40,2015,60,47,2,554041704,11,30,35,40,35,4,99,1,35,66,43,40,0,50,78,64,46,80,0,15,6,10,15,0,11,10,10,1012793407,53,30,245,3508,0,4,29,,PIT,,,,,,
26,89,82,FALSE,88,73,58,64,26,0,57,5,15,55,1994,Virginia,0,50,1250000,1050000,200000,200000,62,1050000,1,1,68,47,43,3,0,0,0,0,0,35,34,7,6,193,194,1,0,0,0,0,89,0,Maurice,35,FALSE,2,0,73,0,0,45,Richmond,73,48,88,0,73,66,72,87,28,17,18,56,18,1,0,Canady,72,34,33,73,87,6,1,70,1,0,0,17706,FALSE,71,76,10,0,73,0,CB,7937,28,0,34,33,2016,27,14,6,554041705,0,11,16,26,18,12,97,1,61,88,80,61,0,29,88,68,69,80,0,23,6,6,6,0,26,6,18,1012793387,28,73,193,7663,0,3,69,,DAL,,,,,,
28,71,52,TRUE,56,91,86,10,23,0,25,10,12,5,1991,South Carolina,0,50,6310000,3780000,3860000,5780000,39,9250000,2,3,35,1,15,4,0,0,0,0,0,4,3,4,3,66,67,5,0,0,0,0,48,0,A.J.,10,FALSE,2,0,75,1,0,39,Bamberg,20,80,93,0,71,97,10,78,60,12,14,10,78,1,5,Cann,12,73,76,76,83,6,1,28,2,0,0,2506,FALSE,10,30,74,0,76,0,RG,7038,10,0,72,80,2014,15,78,5,554041706,11,5,5,15,8,4,92,1,15,55,25,10,0,10,76,88,35,85,0,11,6,6,6,0,11,6,12,1012793394,25,71,325,10221,0,5,13,,JAX,,,,,,
26,94,90,TRUE,87,58,35,76,23,0,21,7,25,70,1994,Virginia State,0,50,750000,750000,0,0,80,1670000,2,2,62,37,52,2,0,0,0,0,0,31,30,7,6,189,190,2,0,0,0,0,89,0,Trenton,10,FALSE,2,0,71,1,0,45,Hampton,20,28,87,0,68,97,82,87,36,13,18,84,27,1,0,Cannon,12,30,27,68,89,17,1,12,1,0,0,13469,FALSE,13,29,39,0,68,0,HB,9329,10,0,16,21,2017,48,27,6,554041708,11,50,54,58,54,2,99,1,48,92,87,76,0,64,79,61,32,70,0,30,22,26,31,0,37,30,23,1012793399,46,68,185,3316,0,2,19,,CAR,,,,,,
32,75,58,FALSE,55,78,66,10,6,0,20,5,12,11,1988,TCU,0,50,9270000,6350000,4440000,13130000,40,24100000,2,6,25,1,10,4,0,0,0,0,0,8,7,6,5,134,135,9,0,0,0,0,42,0,Marcus,10,FALSE,2,0,78,1,0,42,Odessa,35,84,84,0,76,66,10,68,61,21,20,10,79,1,2400,Cannon,16,72,77,76,89,6,1,23,1,0,0,10665,FALSE,10,30,76,0,76,0,RT,4340,10,0,80,81,2010,12,80,15,554041707,11,5,5,10,7,6,99,1,12,60,33,10,0,10,75,95,30,65,0,23,6,6,6,0,15,6,14,1012793400,10,76,335,12923,0,9,11,,NE,,,,,,
26,89,82,TRUE,86,47,18,71,29,0,21,6,19,74,1994,Texas Tech,0,50,0,0,0,0,76,0,0,0,80,67,77,4,0,0,0,0,0,18,17,7,6,176,177,1,0,1790000,1,0,78,1,Dylan,10,TRUE,2,1,75,1,1,42,Whitehouse,15,57,86,0,63,97,70,89,45,15,19,35,42,1,0,Cantrell,17,50,49,63,77,6,1,18,1,0,0,13306,FALSE,15,24,51,0,63,0,TE,8835,10,0,35,40,2017,68,50,11,554041709,11,58,61,66,62,4,90,1,80,84,73,60,0,65,80,67,40,85,0,35,6,10,15,0,19,12,16,0,68,0,240,707,1,2,19,,Free Agent,,,,,,
25,75,58,TRUE,60,88,82,39,27,0,39,1,12,35,1995,Humboldt State,0,50,910000,710000,400000,800000,46,2580000,2,4,51,18,39,4,0,0,0,0,0,31,30,4,3,93,94,7,0,0,0,0,53,0,Alex,39,FALSE,2,0,78,1,0,4,Dublin,35,85,89,0,75,97,32,67,65,18,21,11,85,1,0,Cappa,12,77,74,75,82,6,1,34,1,0,0,13297,FALSE,10,28,76,0,75,0,RG,8836,43,0,77,75,2017,40,76,5,554041710,11,16,24,34,25,6,99,1,37,61,35,30,0,40,90,84,43,96,0,16,6,6,6,0,16,6,16,1012793350,40,75,305,693,0,2,12,,TB,,,,,,
28,83,72,TRUE,72,48,20,35,16,0,40,4,10,15,1992,Navy,0,50,0,0,0,0,70,0,0,0,56,27,44,4,0,0,0,0,0,31,30,6,5,157,158,10,0,750000,1,0,66,0,Joe,10,TRUE,2,0,75,1,0,4,Granite Hills,61,69,91,0,34,97,25,82,50,14,11,10,55,1,750,Cardona,15,40,50,34,77,10,1,24,1,0,0,2605,FALSE,25,35,57,0,34,0,C,7040,10,0,35,40,2014,42,45,5,554041711,11,25,30,35,30,4,85,1,45,74,57,25,0,45,70,80,42,88,0,39,10,10,10,0,35,10,10,0,29,0,245,5253,0,5,25,,Free Agent,,,,,,
23,87,78,TRUE,84,55,31,65,12,0,35,12,17,52,1996,Princeton,0,50,590000,0,0,0,74,590000,1,1,76,60,76,4,0,0,0,0,1,0,224,64,64,224,225,1,0,0,0,0,80,1,Stephen,10,FALSE,2,1,76,1,0,31,Jamestown,45,62,90,0,61,97,65,79,89,19,21,40,49,1,0,Carlson,19,59,55,61,76,6,1,19,1,0,0,20890,FALSE,23,33,60,0,61,1,TE,204,10,2,60,57,2018,62,60,11,554041713,0,50,54,59,54,5,93,1,79,80,67,60,0,68,79,70,37,83,0,23,6,10,15,0,25,10,10,1012793349,65,61,240,380,0,1,23,,CLE,,,,,,
25,81,68,TRUE,61,58,35,26,23,0,18,1,17,13,1995,Auburn,0,50,750000,750000,0,0,41,750000,1,1,31,1,15,4,0,0,0,0,0,31,30,6,5,157,158,13,0,0,0,0,46,0,Daniel,10,FALSE,2,0,77,0,0,5,Colorado Springs,18,22,91,0,73,97,27,42,2,77,95,10,16,1,0,Carlson,12,18,18,73,95,17,1,16,1,0,0,13382,FALSE,10,23,18,0,73,0,K,8838,10,0,18,18,2017,15,18,5,554041712,0,15,15,15,15,4,99,1,15,74,57,18,0,15,83,52,26,61,0,45,17,22,32,0,26,16,15,1012793401,12,73,213,3621,0,2,16,,LAS,,,,,,
20,58,30,TRUE,52,69,52,34,22,0,65,1,65,34,2000,Clemson,0,50,990000,140000,3400000,3400000,65,880000,4,4,65,42,37,1,0,0,0,0,0,1,224,64,64,224,225,3,0,0,0,0,56,0,Jackson,65,FALSE,1,0,77,1,0,34,Fairfield,65,79,92,0,67,97,38,62,79,65,65,65,74,2,0,Carman,65,73,73,71,83,65,1,65,2,0,1,315,FALSE,65,65,74,0,71,0,RT,3768,65,0,73,79,2020,57,83,1,554044334,11,37,32,37,35,2,99,2,43,58,30,36,0,51,89,90,65,97,0,65,65,65,65,0,65,65,65,1012793346,55,67,335,0,0,0,65,,CIN,,,,,,
24,86,77,TRUE,74,58,35,45,21,0,67,9,12,30,1995,North Carolina,0,50,0,0,0,0,47,0,0,0,44,7,42,3,1,1,1,0,0,0,224,64,64,224,225,3,0,1170000,1,0,64,0,Malik,62,TRUE,2,0,75,1,0,45,Alexandria,75,77,86,0,62,97,44,80,53,20,24,15,17,0,0,Carney,38,45,45,62,80,6,1,55,1,0,0,20573,FALSE,24,78,45,0,62,0,ROLB,9414,67,0,45,45,2017,17,45,13,554041714,11,7,11,21,13,14,99,1,38,80,67,33,1,34,77,79,76,84,0,30,6,6,6,0,26,6,13,0,43,0,231,1381,0,2,48,,Free Agent,,,,,,
31,75,58,TRUE,65,81,71,10,22,0,25,3,12,11,1989,Alabama,0,50,0,0,0,0,40,0,0,0,35,1,15,4,0,0,0,0,0,26,25,2,1,24,25,7,0,2520000,1,0,50,0,James,10,TRUE,2,0,77,1,0,9,Augusta,20,81,85,0,68,97,10,70,77,12,15,10,64,1,300,Carpenter,12,70,74,68,84,6,1,28,0,0,0,10658,FALSE,10,30,72,0,68,0,LG,4343,10,0,72,70,2010,15,71,5,554041715,11,5,5,15,8,4,99,1,15,61,35,10,0,10,81,88,31,95,0,11,6,6,6,0,11,6,16,0,10,0,321,1939,0,9,13,,Free Agent,,,,,,
34,90,83,TRUE,84,78,66,76,19,0,58,5,10,40,1986,Grand Valley State,0,50,0,0,0,0,60,0,0,0,69,48,53,2,0,0,0,0,0,6,5,6,5,132,133,1,0,2400000,1,0,83,0,Brandon,35,TRUE,2,0,72,1,0,21,Flint,50,54,99,0,76,97,79,86,39,25,25,65,14,1,150,Carr,78,35,35,76,79,6,1,80,1,0,0,28491,FALSE,85,77,35,0,76,0,SS,674,24,0,35,35,2007,40,35,3,554041717,11,23,30,40,31,13,95,1,62,86,77,74,0,35,94,56,66,72,0,35,6,6,6,0,35,6,10,0,35,0,210,43702,0,12,76,,Free Agent,,,,,,
26,89,82,TRUE,91,60,38,72,25,0,32,12,23,73,1993,Northwestern,0,50,0,0,0,0,69,0,0,0,82,70,78,3,0,0,0,0,0,0,224,64,64,224,225,1,0,1440000,1,0,89,1,Austin,10,TRUE,2,1,73,1,0,4,Benicia,48,51,88,0,67,97,82,81,80,16,20,73,32,1,0,Carr,18,12,12,67,86,37,1,20,1,0,0,12952,FALSE,15,37,38,1,67,0,WR,9154,10,0,23,29,2016,59,44,1,554041716,11,69,75,74,73,3,86,1,75,86,77,77,0,57,81,57,46,85,0,18,43,48,48,0,55,47,26,0,56,0,195,5087,1,3,26,,Free Agent,,,,,,
29,86,77,TRUE,81,84,75,66,28,0,18,3,41,63,1991,Fresno State,0,50,21500000,18900000,6200000,14480000,60,113160000,3,6,33,1,15,4,0,0,0,0,0,5,4,3,2,35,36,1,0,0,0,1,82,0,Derek,10,FALSE,1,0,75,1,0,4,Bakersfield,12,12,92,0,75,97,65,86,4,21,22,10,10,1,750,Carr,12,15,15,83,88,86,1,17,1,0,0,10843,FALSE,10,34,15,0,83,0,QB,6374,10,0,12,12,2013,15,12,1,554041718,11,12,14,15,14,0,89,3,15,80,67,60,0,39,85,61,18,90,1,86,85,84,93,1,91,83,89,1012793401,35,75,210,18754,0,6,15,,LAS,,,,,,
30,89,82,TRUE,86,74,60,80,28,0,49,7,15,55,1990,Ohio,0,50,890000,500000,390000,390000,67,500000,1,1,66,43,49,4,0,0,0,0,1,5,4,8,7,195,196,7,0,0,0,0,84,0,T.J.,37,FALSE,2,0,72,0,0,4,Antioch,55,51,79,0,74,97,80,94,38,11,10,83,11,1,400,Carrie,75,35,35,75,88,6,1,76,1,0,0,2098,FALSE,78,66,35,0,75,0,CB,6376,31,0,35,35,2013,58,35,1,554041719,0,25,32,42,33,12,98,1,66,88,80,71,0,25,89,68,63,87,0,22,6,6,6,0,24,6,10,1012793386,21,74,204,9127,0,6,80,,IND,,,,,,
30,87,78,TRUE,86,62,42,66,25,0,40,7,17,60,1990,Beloit College,0,50,1850000,1750000,100000,300000,75,5250000,1,3,77,62,74,4,0,0,0,0,1,0,224,64,64,224,225,1,0,0,0,0,79,1,Derek,10,FALSE,2,1,75,0,0,48,Edgerton,35,62,86,0,62,97,74,85,85,19,15,40,47,1,0,Carrier,21,56,59,63,78,6,1,25,2,0,0,11694,FALSE,40,33,61,0,63,0,TE,5740,10,0,58,54,2011,74,59,3,554041720,0,48,53,58,53,5,90,1,76,85,75,70,0,62,78,67,34,75,0,23,6,10,15,0,29,10,10,1012793401,67,62,244,8919,0,8,25,,LAS,,,,,,
25,89,82,TRUE,83,91,86,90,16,0,26,9,19,91,1994,Oklahoma State,0,50,760000,760000,0,0,90,1520000,2,2,69,48,58,2,0,0,0,0,0,32,31,8,7,222,223,7,0,0,0,1,83,1,Chris,12,FALSE,2,0,71,1,0,9,Lilburn,36,46,84,0,81,97,83,93,32,20,21,62,48,1,0,Carson,14,30,35,87,86,12,1,18,1,0,0,12871,FALSE,16,28,58,0,87,0,HB,8502,11,1,21,25,2016,41,36,3,554041721,11,46,54,64,55,4,84,1,58,88,80,79,0,91,89,83,30,83,0,19,15,18,20,0,26,14,17,1012793406,88,81,222,5624,0,3,19,,SEA,,,,,,
